"","Name","Party","RepParty","Begin","End","N_Years","Organization","Position","Econ_Sector","ThreeMore_Econ_Sector","Course_University","Place_University","Privatized_Company","Gender","MajorEconGroup","PPP","Angola","PSI20","Government","BusinessConnected"
"1628","Eurico Teixeira de Melo","PSD","PSD","1985","1987","2","Governo","Ministro da Administração Interna",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","X",1
"1629","Eurico Teixeira de Melo","PSD","PSD","1987","1990","3","Governo","Vice-Primeiro-Ministro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XI",1
"1630","Eurico Teixeira de Melo","PSD","PSD","1987","1990","3","Governo","Ministro da Defesa Nacional",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XI",1
"1631","Eurico Teixeira de Melo","PSD","PSD","1994","1999","5","Parlamento Europeu","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1632","Eurico Teixeira de Melo","PSD","PSD","2001","2003","2","Assembleia Municipal de Santo Tirso","Deputado Municipal",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1633","Eurico Teixeira de Melo","PSD","N.a.","1999","2003","4","Crédito Predial Português","Presidente do CA",1,0,"N.a.","N.a.",1,"M","Champ/Santander",0,1,"No","No",1
"1634","Eurico Teixeira de Melo","PSD","N.a.","1999","2003","4","BTA","Presidente do CA",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1635","Eurico Teixeira de Melo","PSD","N.a.","2002","2008","6","Santander Totta","Presidente do CA",1,0,"N.a.","N.a.",0,"M","Santander",0,1,"No","No",1
"1636","Eurico Teixeira de Melo","PSD","N.a.","N.d.","2012","N.a.","RAR - Sociedade de Controle (Holding), SGPS, SA","Presidente da AG",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1637","Eusébio Marques de Carvalho","PSD","Presidential Initiative","1978","1979","1","Governo","Ministro do Trabalho",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","IV",1
"1638","Eusébio Marques de Carvalho","PSD","AD","1980","1981","1","Governo","Ministro do Trabalho",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VI",1
"1639","Eusébio Marques de Carvalho","PSD","AD","1981","1981","1","Governo","Ministro da Reforma Administrativa",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VII",1
"1640","Eusébio Marques de Carvalho","PSD","N.a.","1981","1982","1","CENTRALCER","Conselho de Gerência",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1641","Fausto de Sousa Correia","PS","N.a.","N.d.","N.d.","N.a.","Universidade de Coimbra","licenciatura em Direito",0,0,"Direito","Coimbra",0,"M","No",0,0,"No","No",1
"1642","Fausto de Sousa Correia","PS","N.a.","N.d.","N.d.","N.a.","Agência Lusa","administrador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1643","Fausto de Sousa Correia","PS","N.a.","N.d.","N.d.","N.a.","RDP","administrador",7,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1644","Fausto de Sousa Correia","PS","N.a.","1978","1980","2","PS Coimbra","presidente da federação distrital",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1645","Fausto de Sousa Correia","PS","N.a.","1978","1995","17","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1646","Fausto de Sousa Correia","PS","N.a.","N.d.","1995","N.a.","Associação Académica de Coimbra","Presidente do Organismo Autónomo de Futebol",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1647","Fausto de Sousa Correia","PS","PS","1995","1999","4","Governo","Secretário de Estado da Administração Pública",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIII",1
"1648","Fausto de Sousa Correia","PS","PS","1999","2002","3","Governo","Secretário de Estado dos Assuntos Parlamentares / Adjunto do Ministro de Estado / Adjunto do Primeiro-Ministro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIV",1
"1649","Fausto de Sousa Correia","PS","N.a.","2004","2007","3","Parlamento Europeu","deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1650","Fausto de Sousa Correia","PS","N.a.","N.d.","2014","N.a.","Fausto de Sousa Correia e Associados","sócio",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1651","Feliciano Barreiras Duarte","PSD","N.a.","N.d.","N.d.","N.a.","N.a.","licenciatura em Direito",0,0,"Direito","?",0,"M","No",0,0,"No","No",1
"1652","Feliciano Barreiras Duarte","PSD","N.a.","1985","1985","1","Associação Académica da ULL","vice-presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1653","Feliciano Barreiras Duarte","PSD","N.a.","1990","1992","2","CM Bombarral","Vereador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1654","Feliciano Barreiras Duarte","PSD","N.a.","1992","1995","3","JSD","Membro da Comissão Política Nacional",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1655","Feliciano Barreiras Duarte","PSD","N.a.","1993","2001","8","AM Bombarral","presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1656","Feliciano Barreiras Duarte","PSD","N.a.","1999","2009","10","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1657","Feliciano Barreiras Duarte","PSD","PSD/CDS","2002","2004","2","Governo","Secretário de Estado Adjunto do Ministro Adjunto do Primeiro-ministro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XV",1
"1658","Feliciano Barreiras Duarte","PSD","N.a.","2007","2014","7","Barreiras Duarte & Correia Consultores Associados","sócio",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1659","Feliciano Barreiras Duarte","PSD","N.a.","2005","N.d.","N.a.","Universidade Pública de Berkeley","Estudante",0,0,"?","Estrangeiro",0,"M","No",0,0,"No","No",1
"1660","Feliciano Barreiras Duarte","PSD","N.a.","2009","2014","5","AM Óbidos","presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1661","Feliciano Barreiras Duarte","PSD","N.a.","2009","2014","5","União Desportiva de Leiria","AG presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1662","Feliciano Barreiras Duarte","PSD","N.a.","2010","2011","1","Presidente do PSD","Chefe de Gabinete",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1663","Feliciano Barreiras Duarte","PSD","PSD/CDS","2011","2014","3","Governo","Secretário de Estado Adjunto do Ministro-Adjunto e dos Assuntos Parlamentares",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIX",1
"1664","Fernanda do Carmo","PS","N.a.","N.d.","1987","N.a.","FCSH","licenciatura em Geografia e Planeamento Regional",0,0,"Geografia","Lisboa",0,"F","No",0,0,"No","No",1
"1665","Fernanda do Carmo","PS","N.a.","1999","2002","3","Ministro do Ambiente, Ordenamento do Território e Energia","Adjunta do Secretário de Estado do Ordenamento do Território e da Conservação da Natureza",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",1
"1666","Fernanda do Carmo","PS","N.a.","2005","2005","1","Ministro da Presidência","adjunta do",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",1
"1667","Fernanda do Carmo","PS","N.a.","2005","2008","3","CCDR-LVT","vice-presidente",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",1
"1668","Fernanda do Carmo","PS","N.a.","2008","2009","1","Conselho Consultivo de Avaliação de Impacte Ambiental","membro",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",1
"1669","Fernanda do Carmo","PS","N.a.","2008","2009","1","Sociedade Frente Tejo S.A","CA",5,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",1
"1670","Fernanda do Carmo","PS","PS","2009","2011","2","Governo","Secretária de Estado do Ordenamento do Território e das Cidades",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","XVIII",1
"1671","Fernando Alexandre","PSD","N.a.","N.d.","N.d.","N.a.","Universidade de Coimbra","licenciatura em Economia",0,0,"Economia","Coimbra",0,"M","No",0,0,"No","No",1
"1672","Fernando Alexandre","PSD","N.a.","N.d.","2013","N.a.","Universidade do Minho","professor universitário",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1673","Fernando Alexandre","PSD","N.a.","N.d.","N.d.","N.a.","Associação Portuguesa de Seguradores","consultor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1674","Fernando Alexandre","PSD","N.a.","N.d.","N.d.","N.a.","Microsoft Portugal","consultor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1675","Fernando Alexandre","PSD","PSD/CDS","2013","2014","1","Governo","Secretário de Estado Adjunto do Ministro da Administração Interna",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIX",1
"1676","Fernando Santos Martins","PSD","N.a.","N.d.","N.d.","N.a.","Instituto Superior Técnico","Estudante",0,0,"Engenharia","Lisboa",0,"M","No",0,0,"No","No",1
"1677","Fernando Santos Martins","PSD","N.a.","N.d.","N.d.","N.a.","Instituto Superior de Ciências Económicas e Financeiras","Estudante",0,0,"Economia","Lisboa",0,"M","No",0,0,"No","No",1
"1678","Fernando Santos Martins","PSD","PS/CDS","1977","1978","1","Governo","Secretário de Estado da Indústria Ligeira e Pesada",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","I",1
"1679","Fernando Santos Martins","PSD","Presidential Initiative","1978","1978","1","Governo","Ministro da Indústria e Tecnologia",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","III",1
"1680","Fernando Santos Martins","PSD","N.a.","1980","1982","2","TAP","Presidente do CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1681","Fernando Santos Martins","PSD","PSD","1985","1987","2","Governo","Ministro da Indústria e Comércio",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","X",1
"1682","Fernando Santos Martins","PSD","N.a.","1988","1992","4","Organização para a Cooperação e o Desenvolvimento Económico","Embaixador permanente de Portugal",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1683","Fernando Santos Martins","PSD","N.a.","1992","1996","4","TAP","Presidente do CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1684","Fernando Santos Martins","PSD","N.a.","N.d.","N.d.","N.a.","Setenave","Administrador",3,0,"N.a.","N.a.",0,"M","Champ",0,0,"No","No",1
"1685","Fernando Santos Martins","PSD","N.a.","N.d.","N.d.","N.a.","Cometna","Administrador",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1686","Fernando Santos Martins","PSD","N.a.","N.d.","N.d.","N.a.","SOREFAME, S.A.","Administrador",3,0,"N.a.","N.a.",0,"M","Champ",0,0,"No","No",1
"1687","Fernando Santos Martins","PSD","N.a.","N.d.","N.d.","N.a.","Siderurgia Nacional","Administrador",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1688","Fernando Bianchi-de-Aguiar","PSD","N.a.","N.d.","N.d.","N.a.","Instituto Superior de Agronomia","licenciado em Agronomia",0,0,"Agronomia","Lisboa",0,"M","No",0,0,"No","No",1
"1689","Fernando Bianchi-de-Aguiar","PSD","N.a.","N.d.","N.d.","N.a.","Universidade de Trás-os-Montes e Alto Douro","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1690","Fernando Bianchi-de-Aguiar","PSD","N.a.","1991","1997","6","Instituto do Vinho do Porto","presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1691","Fernando Bianchi-de-Aguiar","PSD","PSD/CDS","2002","2004","2","Governo","Secretário de Estado do Desenvolvimento Rural",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XV",1
"1692","Fernando Bianchi-de-Aguiar","PSD","N.a.","2009","2014","5","GALP Energia, SPGS, S.A.","diretor",4,0,"N.a.","N.a.",1,"M","No",0,1,"GALP","No",1
"1693","Fernando Esteves Águas","Independent","N.a.","1974","N.d.","N.a.","Fundição de Oeiras","Director-Comercial",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1694","Fernando Esteves Águas","Independent","Presidential Initiative","1979","1979","1","Governo","Secretário de Estado do Comércio Externo",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","V",1
"1695","Fernando Esteves Águas","Independent","N.a.","N.d.","1994","N.a.","Fundição de Oeiras","Presidente do CA",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1696","Fernando Freire de Sousa","PS","N.a.","N.d.","N.d.","N.a.","Faculdade de Economia da Universidade do Porto","faculdade de economia",0,1,"Economia","Porto",0,"M","No",0,0,"No","No",1
"1697","Fernando Freire de Sousa","PS","N.a.","N.d.","N.d.","N.a.","Faculdade de Economia da Universidade do Porto","Professor",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1698","Fernando Freire de Sousa","PS","N.a.","1983","1990","7","BPA","diretor",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1699","Fernando Freire de Sousa","PS","N.a.","1990","1996","6","Espaço Atlântico – Formação Financeira S.A. (Grupo  BPA)","administrador",0,1,"N.a.","N.a.",1,"M","No",0,0,"No","No",1
"1700","Fernando Freire de Sousa","PS","PS","1996","1997","1","Governo","Secretário de Estado para a Competetividade e Internacionalização",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","XIII",1
"1701","Fernando Freire de Sousa","PS","N.a.","1997","2003","6","FIEP, SGPS, SA","CA presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1702","Fernando Freire de Sousa","PS","N.a.","1999","2005","6","Imatosgil","administrador",3,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1703","Fernando Freire de Sousa","PS","N.a.","1999","2005","6","Salvador Caetano","administrador",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1704","Fernando Freire de Sousa","PS","N.a.","1999","2005","6","Quintas & Quintas","administrador",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1705","Fernando Freire de Sousa","PS","N.a.","1999","2005","6","Companhia de Seguros Império","administrador",2,1,"N.a.","N.a.",1,"M","No",0,0,"No","No",1
"1706","Fernando Freire de Sousa","PS","N.a.","1999","2005","6","Investvar","administrador",5,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1707","Fernando Freire de Sousa","PS","N.a.","2004","2008","4","La Seda de Barcelona, SA","vice-presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1708","Fernando Freire de Sousa","PS","N.a.","2004","2014","10","Rules","CA presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1709","Fernando Freire de Sousa","PS","N.a.","2008","2014","6","ZON Multimédia, SGPS, S.A.","Comissão de Vencimentos presidente",6,1,"N.a.","N.a.",0,"M","No",0,1,"ZON","No",1
"1710","Fernando Gomes da Silva","PS","N.a.","N.d.","N.d.","N.a.","Instituto Superior de Agronomia","Engenharia Agronómica",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1711","Fernando Gomes da Silva","PS","N.a.","1979","1995","16","Instituto de Defesa Nacional","assessor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1712","Fernando Gomes da Silva","PS","N.a.","1981","1989","8","Banco Pinto & Sotto Mayor","diretor",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1713","Fernando Gomes da Silva","PS","N.a.","1989","1993","4","Banco Pinto & Sotto Mayor","CA assessor",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1714","Fernando Gomes da Silva","PS","PS","1995","1998","3","Governo","Ministro da Agricultura",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIII",1
"1715","Fernando Gomes da Silva","PS","N.a.","1999","2002","3","IPE - Investimentos e Participações Empresariais, S.A.","gestor, presidente",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1716","Fernando Gomes da Silva","PS","N.a.","2003","2006","3","APIPARQUES – Gestão de Parques Empresariais, S.A","CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1717","Fernando Gomes da Silva","PS","N.a.","2007","2014","7","AICEP Global Parques, S.A","CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1718","Fernando Ribeiro Mendes","PS","N.a.","N.d.","1977","N.a.","Instituto Superior de Economia e Gestão","Estudante",0,0,"Economia","Lisboa",0,"M","No",0,0,"No","No",1
"1719","Fernando Ribeiro Mendes","PS","N.a.","N.d.","N.d.","N.a.","Instituto Superior de Economia e Gestão","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1720","Fernando Ribeiro Mendes","PS","N.a.","N.d.","1988","N.a.","Universidade Nova de Lisboa","Estudante",0,0,"Ciências","Lisboa",0,"M","No",0,0,"No","No",1
"1721","Fernando Ribeiro Mendes","PS","N.a.","N.d.","1993","N.a.","Institut de Etudes Politiques de Paris","ND",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1722","Fernando Ribeiro Mendes","PS","PS","1997","1999","2","Governo","Secretário de Estado da Segurança Social",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIII",1
"1723","Fernando Ribeiro Mendes","PS","N.a.","2000","2000","1","Talentum, S.A.","Presidente do CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1724","Fernando Ribeiro Mendes","PS","N.a.","2000","2001","1","Instituto de Gestão Financeira e Patrimonial da Justiça","Presidente do Conselho Directivo",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1725","Fernando Ribeiro Mendes","PS","PS","2001","2002","1","Governo","Secretário de Estado da Indústria, Comércio e Serviços",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIV",1
"1726","Fernando Ribeiro Mendes","PS","N.a.","2012","2014","2","INATEL","presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1727","Fernando Faria de Oliveira","PSD","N.a.","N.d.","N.d.","N.a.","Liceu Camões","ND",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1728","Fernando Faria de Oliveira","PSD","N.a.","N.d.","1965","N.a.","Instituto Superior Técnico","Estudante",0,1,"Engenharia","Lisboa",0,"M","No",0,0,"No","No",1
"1729","Fernando Faria de Oliveira","PSD","N.a.","1965","1979","14","SOREFAME, S.A.","Quadro",3,1,"N.a.","N.a.",0,"M","Champ",0,0,"No","No",1
"1730","Fernando Faria de Oliveira","PSD","N.a.","1980","1983","3","Siderurgia Nacional","CA",3,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1731","Fernando Faria de Oliveira","PSD","AD","1981","1983","2","Governo","Secretário de Estado da Exportação",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","VIII",1
"1732","Fernando Faria de Oliveira","PSD","N.a.","1983","1983","1","Siderurgia Nacional","CA",3,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1733","Fernando Faria de Oliveira","PSD","N.a.","1983","1990","7","IPE - Investimentos e Participações Empresariais, S.A.","Vice-Presidente do CA",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1734","Fernando Faria de Oliveira","PSD","Central Block","1985","1985","1","Governo","Secretário de Estado Adjunto do Vice Primeiro Ministro",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","IX",1
"1735","Fernando Faria de Oliveira","PSD","N.a.","1986","1988","2","ICEP","CA",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1736","Fernando Faria de Oliveira","PSD","PSD","1987","1988","1","Governo","Ministro do Comércio e Turismo",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","XI",1
"1737","Fernando Faria de Oliveira","PSD","N.a.","1987","1988","1","CELBI","CA",3,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1738","Fernando Faria de Oliveira","PSD","PSD","1988","1989","1","Governo","Secretário de Estado das Finanças",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","XI",1
"1739","Fernando Faria de Oliveira","PSD","N.a.","1988","1988","1","Empresa Geral do Fomento, S.A.","CA",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1740","Fernando Faria de Oliveira","PSD","PSD","1989","1990","1","Governo","Secretário de Estado Adjunto das Finanças",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","XI",1
"1741","Fernando Faria de Oliveira","PSD","N.a.","1990","1990","1","BFE","CA",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1742","Fernando Faria de Oliveira","PSD","N.a.","N.d.","N.d.","N.a.","Instituto de Estudos Superiores Financeiros e Fiscais","Professor",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1743","Fernando Faria de Oliveira","PSD","N.a.","1990","2002","12","IPE - Investimentos e Participações Empresariais, S.A.","CA",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1744","Fernando Faria de Oliveira","PSD","N.a.","N.d.","N.d.","N.a.","IPE - Macau","Presidente",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1745","Fernando Faria de Oliveira","PSD","PSD","1991","1995","4","Assembleia da República","Deputado",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1746","Fernando Faria de Oliveira","PSD","PSD","1991","1995","4","Governo","Ministro do Comércio e Turismo",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","XII",1
"1747","Fernando Faria de Oliveira","PSD","PSD","1995","1999","4","Assembleia da República","Deputado",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1748","Fernando Faria de Oliveira","PSD","N.a.","1995","2002","7","IPE","CA",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1749","Fernando Faria de Oliveira","PSD","N.a.","1996","2002","6","Sporting Clube de Portugal","Presidente do CF",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1750","Fernando Faria de Oliveira","PSD","N.a.","N.d.","N.d.","N.a.","Instituto Nacional de Administração","Conselho Consultivo",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1751","Fernando Faria de Oliveira","PSD","N.a.","1998","2006","8","TAP","CA",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1752","Fernando Faria de Oliveira","PSD","N.a.","2000","2002","2","UCCLA","Comissão Executiva",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1753","Fernando Faria de Oliveira","PSD","N.a.","2000","2002","2","APAD - Agência Portuguesa de Apoio ao Desenvolvimento","Conselho Consultivo",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1754","Fernando Faria de Oliveira","PSD","N.a.","2001","2005","4","ELO","Presidente do Conselho Executivo",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1755","Fernando Faria de Oliveira","PSD","N.a.","2003","2005","2","Carlton Life, SGPS, S.A.","CA",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1756","Fernando Faria de Oliveira","PSD","N.a.","2003","2005","2","HPP, SGPS, S.A.","CA",0,1,"N.a.","N.a.",0,"M","CGD",0,1,"No","No",1
"1757","Fernando Faria de Oliveira","PSD","N.a.","2005","2007","2","Banco Caixa Geral","Presidente da Comissão Executiva",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1758","Fernando Faria de Oliveira","PSD","N.a.","2005","N.d.","N.a.","Banco Simeón","Presidente do CA",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"1759","Fernando Faria de Oliveira","PSD","N.a.","2008","2010","2","CGD","Presidente do CA",1,1,"N.a.","N.a.",0,"M","CGD",1,1,"No","No",1
