"","Name","Party","RepParty","Begin","End","N_Years","Organization","Position","Econ_Sector","ThreeMore_Econ_Sector","Course_University","Place_University","Privatized_Company","Gender","MajorEconGroup","PPP","Angola","PSI20","Government","BusinessConnected"
"4234","Nuno Morais Sarmento","PSD","N.a.","N.d.","N.d.","N.a.","VAA – Vista Alegre Atlantis, SGPS, SA.","CF",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4235","Nuno Ribeiro da Silva","PSD","N.a.","N.d.","N.d.","N.a.","Instituto Superior de Economia e Gestão","licenciatura em Economia",0,0,"Economia","Lisboa",0,"M","No",0,0,"No","No",1
"4236","Nuno Ribeiro da Silva","PSD","N.a.","N.d.","N.d.","N.a.","Instituto Superior de Economia e Gestão","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4237","Nuno Ribeiro da Silva","PSD","N.a.","N.d.","1986","N.a.","EDP","administrador",4,0,"N.a.","N.a.",0,"M","No",0,0,"EDP","No",1
"4238","Nuno Ribeiro da Silva","PSD","N.a.","N.d.","1986","N.a.","CP","administrador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4239","Nuno Ribeiro da Silva","PSD","PSD","1987","1991","4","Governo","Secretário de Estado da Energia",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XI",1
"4240","Nuno Ribeiro da Silva","PSD","PSD","1991","1993","2","Governo","Secretário de Estado da Juventude",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XII",1
"4241","Nuno Ribeiro da Silva","PSD","N.a.","1992","1996","4","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4242","Nuno Ribeiro da Silva","PSD","N.a.","N.d.","N.d.","N.a.","Parfinança","CA presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4243","Nuno Ribeiro da Silva","PSD","N.a.","N.d.","N.d.","N.a.","Partex Oil and Gas","CA presidente",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4244","Nuno Ribeiro da Silva","PSD","N.a.","1998","2005","7","Somague","administrador",5,0,"N.a.","N.a.",1,"M","No",1,0,"No","No",1
"4245","Nuno Ribeiro da Silva","PSD","N.a.","N.d.","N.d.","N.a.","ENDESA Portugal","assessor",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4246","Oliveira e Costa","PSD","N.a.","N.d.","N.d.","N.a.","Faculdade de Economia da Universidade do Porto","licenciatura em Economia",0,0,"Economia","Porto",0,"M","No",0,0,"No","No",1
"4247","Oliveira e Costa","PSD","N.a.","N.d.","N.d.","N.a.","Companhia Portuguesa de Celulose","quadro",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4248","Oliveira e Costa","PSD","N.a.","N.d.","1987","N.a.","Banco de Portugal","quadro",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4249","Oliveira e Costa","PSD","N.a.","N.d.","N.d.","N.a.","PSD Aveiro","presidente da comissão política",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4250","Oliveira e Costa","PSD","PSD","1985","1987","2","Governo","Secretário de Estado dos Assuntos Fiscais",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","X",1
"4251","Oliveira e Costa","PSD","PSD","1987","1991","4","Governo","Secretário de Estado dos Assuntos Fiscais",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XI",1
"4252","Oliveira e Costa","PSD","N.a.","1991","1994","3","Banco Europeu de Investimentos","quadro",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4253","Oliveira e Costa","PSD","N.a.","1994","2014","20","Finibanco","CA presidente",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4254","Oliveira e Costa","PSD","N.a.","1998","2008","10","BPN","presidente",1,0,"N.a.","N.a.",0,"M","No",0,1,"No","No",1
"4255","Óscar Gaspar","PS","N.a.","N.d.","1992","N.a.","Universidade de Coimbra","licenciatura em economia",0,0,"Economia","Coimbra",0,"M","No",0,0,"No","No",1
"4256","Óscar Gaspar","PS","N.a.","1999","2000","1","Secretário de Estado Adjunto e do Orçamento","adjunto do",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4257","Óscar Gaspar","PS","N.a.","2001","2004","3","Metro Mondego SA","CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4258","Óscar Gaspar","PS","N.a.","2004","2005","1","Iberdrola","consultor",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4259","Óscar Gaspar","PS","N.a.","2005","2009","4","Primeiro-ministro","assessor económico do",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4260","Óscar Gaspar","PS","PS","2009","2011","2","Governo","Secretário de Estado da Saúde",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XVIII",1
"4261","Óscar Gaspar","PS","N.a.","2011","2014","3","PS","coordenador económico",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4262","Osvaldo Sarmento e Castro","PS","N.a.","N.d.","N.d.","N.a.","Universidade de Coimbra","licenciatura em Direito",0,0,"Direito","Coimbra",0,"M","No",0,0,"No","No",1
"4263","Osvaldo Sarmento e Castro","PS","N.a.","1980","1989","9","AM Marinha Grande","presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4264","Osvaldo Sarmento e Castro","PS","PCP","1980","1983","3","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4265","Osvaldo Sarmento e Castro","PS","PS","1995","2011","16","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4266","Osvaldo Sarmento e Castro","PS","PS","1997","1999","2","Governo","Secretário de Estado do Comércio",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIII",1
"4267","Osvaldo Sarmento e Castro","PS","PS","1999","2000","1","Governo","Secretário de Estado do Comércio",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIV",1
"4268","Osvaldo Sarmento e Castro","PS","N.a.","N.d.","2014","N.a.","Sarmento e Castro","sócio fundador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4269","Paula Fernandes dos Santos","PS","N.a.","N.d.","1977","N.a.","Universidade Católica Portuguesa","licenciatura em Economia",0,0,"Economia","Lisboa",0,"F","No",0,0,"No","No",1
"4270","Paula Fernandes dos Santos","PS","N.a.","1979","1989","10","ISEG","Professor",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",1
"4271","Paula Fernandes dos Santos","PS","N.a.","N.d.","1983","N.a.","Universidade de Reading","Estudante",0,0,"?","Estrangeiro",0,"F","No",0,0,"No","No",1
"4272","Paula Fernandes dos Santos","PS","N.a.","1991","1992","1","Teatro Nacional de São Carlos","CA",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",1
"4273","Paula Fernandes dos Santos","PS","PS","2008","2009","1","Governo","Secretária de Estado da Cultura",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","XVII",1
"4274","Paula Teixeira da Cruz","PSD","N.a.","N.d.","1983","N.a.","Universidade Livre de Lisboa","licenciatura em Direito",0,0,"Direito","Lisboa",0,"F","No",0,0,"No","No",1
"4275","Paula Teixeira da Cruz","PSD","N.a.","1983","1992","9","Universidade Livre de Lisboa","Professor",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",1
"4276","Paula Teixeira da Cruz","PSD","N.a.","1998","2002","4","CM Lisboa","vereadora",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",1
"4277","Paula Teixeira da Cruz","PSD","N.a.","2003","2005","2","Conselho Superior de Magistratura","membro",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",1
"4278","Paula Teixeira da Cruz","PSD","N.a.","2005","2006","1","PSD","Vice-presidente da Comissão Política Nacional",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",1
"4279","Paula Teixeira da Cruz","PSD","N.a.","2005","2009","4","AM Lisboa","presidente",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",1
"4280","Paula Teixeira da Cruz","PSD","N.a.","2006","2011","5","F. Castelo Branco & Associados","sócia, responsável coordenação do Departamento de Direito Público, Administrativo e do Ambiente",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","No",1
"4281","Paula Teixeira da Cruz","PSD","PSD/CDS","2011","2014","3","Governo","Ministra da Justiça",0,0,"N.a.","N.a.",0,"F","No",0,0,"No","XIX",1
"4282","Paulo Braga Lino","PSD","N.a.","N.d.","1989","N.a.","Universidade Portucalense","licenciatura em Economia",0,0,"Economia","Porto",0,"M","No",0,0,"No","No",1
"4283","Paulo Braga Lino","PSD","N.a.","1990","1990","1","Deloitte & Touche","consultor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4284","Paulo Braga Lino","PSD","N.a.","1995","1999","4","Felino, Fundição e Construções Mecânicas","CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4285","Paulo Braga Lino","PSD","N.a.","2000","2006","6","Metro do Porto","administrador (controller)",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4286","Paulo Braga Lino","PSD","N.a.","2004","2004","1","Autoridade Metropolitana de Transportes do Porto","Comissão instaladora",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4287","Paulo Braga Lino","PSD","N.a.","2006","2011","5","Metro do Porto","diretor administrativo e financeiro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4288","Paulo Braga Lino","PSD","N.a.","2007","2007","1","Goldman Sachs University","Estudante no programa Interest Rate Derivatives Intensive",0,0,"?","Estrangeiro",0,"M","No",0,0,"No","No",1
"4289","Paulo Braga Lino","PSD","PSD/CDS","2011","2014","3","Governo","Secretário de Estado Adjunto e da Defesa Nacional",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIX",1
"4290","Paulo Campos","PS","N.a.","N.d.","N.d.","N.a.","Universidade Nova de Lisboa","licenciatura em Economia",0,0,"Economia","Lisboa",0,"M","No",0,0,"No","No",1
"4291","Paulo Campos","PS","N.a.","N.d.","N.d.","N.a.","Associação Académica de Lisboa","presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4292","Paulo Campos","PS","N.a.","N.d.","N.d.","N.a.","Federação Académica da Universidade Nova de Lisboa","presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4293","Paulo Campos","PS","N.a.","1991","1993","2","Unicar - Gestão de Participações e Concessões","diretor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4294","Paulo Campos","PS","N.a.","1994","1996","2","IPE Capital - Sociedade de Capital de Risco","gestor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4295","Paulo Campos","PS","N.a.","N.d.","N.d.","N.a.","Simria - Saneamento Integrado dos Municípios da Ria","CA presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4296","Paulo Campos","PS","N.a.","1996","2002","6","Águas de Portugal","CA",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4297","Paulo Campos","PS","N.a.","1997","2002","5","Aquapor Serviços","CA presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4298","Paulo Campos","PS","N.a.","2000","2002","2","IPE - Comunicações e Serviços","CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4299","Paulo Campos","PS","N.a.","2000","2002","2","Simlis - Saneamento Integrados dos Municípios do Lis","CA presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4300","Paulo Campos","PS","N.a.","2000","2005","5","Águas de Cascais","CA presidente",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4301","Paulo Campos","PS","N.a.","2001","2002","1","NetAqua - Tecnologias de Informação","CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4302","Paulo Campos","PS","N.a.","2001","2002","1","Águas de Portugal Internacional - Serviços Ambientais","CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4303","Paulo Campos","PS","N.a.","2001","2002","1","Luságua - Gestão de Águas","CA presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4304","Paulo Campos","PS","N.a.","2001","2002","1","Águas de Portugal - Serviços Ambientais","CA",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4305","Paulo Campos","PS","N.a.","2001","2005","4","Águas do Sado","CA presidente",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4306","Paulo Campos","PS","PS","2005","2009","4","Governo","Secretário de Estado Adjunto, das Obras Públicas e das Comunicações",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XVII",1
"4307","Paulo Campos","PS","PS","2009","2011","2","Governo","Secretário de Estado Adjunto, das Obras Públicas e das Comunicações",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XVIII",1
"4308","Paulo Campos","PS","N.a.","2011","2014","3","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4309","Paulo Lowndes Marques","PSD","N.a.","N.d.","N.d.","N.a.","N.a.","licenciatura em Direito",0,0,"Direito","?",0,"M","No",0,0,"No","No",1
"4310","Paulo Lowndes Marques","PSD","N.a.","1974","2014","40","CDS","Fundador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4311","Paulo Lowndes Marques","PSD","AD","1981","1983","2","Governo","Secretário de Estado dos Negócios Estrangeiros",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VIII",1
"4312","Paulo Lowndes Marques","PSD","N.a.","1999","2007","8","Unicer","CA",3,0,"N.a.","N.a.",1,"M","No",0,0,"No","No",1
"4313","Paulo Lowndes Marques","PSD","N.a.","2000","2014","14","Grupo Portucel Soporcel","CA",3,0,"N.a.","N.a.",1,"M","No",0,0,"No","No",1
"4314","Paulo Lowndes Marques","PSD","N.a.","2002","2014","12","Lusomundo","CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4315","Paulo Lowndes Marques","PSD","N.a.","2002","2009","7","Barclays Fundos","AG",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4316","Paulo Lowndes Marques","PSD","N.a.","2010","2014","4","Câmara de Comércio Luso-Britânica","presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4317","Paulo Macedo","PSD","N.a.","N.d.","1986","N.a.","Universidade Técnica de Lisboa","licenciatura em Organização e Gestão de Empresas",0,0,"Gestão","Lisboa",0,"M","No",0,0,"No","No",1
"4318","Paulo Macedo","PSD","N.a.","1986","1999","13","Instituto Superior de Economia e Gestão","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4319","Paulo Macedo","PSD","N.a.","N.d.","1993","N.a.","Arthur Andersen Holdings","diretor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4320","Paulo Macedo","PSD","N.a.","1993","1998","5","BCP","quadro",1,0,"N.a.","N.a.",0,"M","BCP",1,0,"BCP","No",1
"4321","Paulo Macedo","PSD","N.a.","1998","2000","2","Comercial Leasing","CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4322","Paulo Macedo","PSD","N.a.","2000","2001","1","Interbanco","CA",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4323","Paulo Macedo","PSD","N.a.","2001","2004","3","Médis","CA",2,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4324","Paulo Macedo","PSD","N.a.","2004","2007","3","Ministério das Finanças","Diretor Geral dos Impostos",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4325","Paulo Macedo","PSD","N.a.","2008","2011","3","BCP","CA vice-presidente",1,0,"N.a.","N.a.",0,"M","BCP",1,1,"BCP","No",1
"4326","Paulo Macedo","PSD","N.a.","2008","2011","3","Bank Millennium (Polónia)","Conselho de Supervisão",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4327","Paulo Macedo","PSD","PSD/CDS","2011","2014","3","Governo","Ministro da Saúde",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIX",1
"4328","Paulo David Ennes","Independent","N.a.","N.d.","N.d.","N.a.","Direcção-Geral dos Negócios Estrangeiros","Director-Geral-Adjunto",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4329","Paulo David Ennes","Independent","Presidential Initiative","1978","1978","1","Governo","Secretário de Estado dos Negócios Estrangeiros e Emigração",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","III",1
"4330","Paulo David Ennes","Independent","Presidential Initiative","1978","1979","1","Governo","Secretário de Estado dos Negócios Estrangeiros e Emigração",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","IV",1
"4331","Paulo David Ennes","Independent","Presidential Initiative","1979","1979","1","Governo","Secretário de Estado dos Negócios Estrangeiros",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","V",1
"4332","Paulo David Ennes","Independent","N.a.","1980","1986","6","Governo","Embaixador de Portugal em Bona",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4333","Paulo David Ennes","Independent","N.a.","N.d.","N.d.","N.a.","Siemens S.A.","Presidente da AG",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4334","Paulo David Ennes","Independent","N.a.","N.d.","N.d.","N.a.","Infineon Technologies, S.A.","Presidente da AG",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4335","Paulo David Ennes","Independent","N.a.","N.d.","N.d.","N.a.","EPCOS, S.A.","Presidente da AG",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4336","Paulo Núncio","CDS","N.a.","N.d.","1991","N.a.","Universidade Católica Portuguesa","licenciatura em Direito",0,0,"Direito","Lisboa",0,"M","No",0,0,"No","No",1
"4337","Paulo Núncio","CDS","N.a.","N.d.","N.d.","N.a.","Morais Leitão, Galvão Teles, Soares da Silva & Associados","advogado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4338","Paulo Núncio","CDS","N.a.","2007","2011","4","Garrigues & Associados","sócio",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4339","Paulo Núncio","CDS","PSD/CDS","2011","2014","3","Governo","Secretário de Estado dos Assuntos Fiscais",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIX",1
"4340","Paulo Pereira Coelho","PSD","N.a.","N.d.","N.d.","N.a.","Universidade de Coimbra","licenciatura em Economia",0,1,"Economia","Coimbra",0,"M","No",0,0,"No","No",1
"4341","Paulo Pereira Coelho","PSD","N.a.","N.d.","N.d.","N.a.","Associação Académica de Coimbra","direção",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4342","Paulo Pereira Coelho","PSD","PSD","1985","2009","24","Assembleia da República","Deputado",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4343","Paulo Pereira Coelho","PSD","N.a.","N.d.","N.d.","N.a.","NATO","representante de Portugal à AG",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4344","Paulo Pereira Coelho","PSD","N.a.","N.d.","N.d.","N.a.","CM Coimbra","vereador",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4345","Paulo Pereira Coelho","PSD","N.a.","N.d.","N.d.","N.a.","CM Figueira da Foz","vereador",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4346","Paulo Pereira Coelho","PSD","N.a.","N.d.","N.d.","N.a.","ADTRC","presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4347","Paulo Pereira Coelho","PSD","N.a.","N.d.","N.d.","N.a.","ERSUC - Resíduos Sólidos do Centro","AG presidente, presidente do Conselho Consultivo",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4348","Paulo Pereira Coelho","PSD","N.a.","N.d.","N.d.","N.a.","Sociedade Coimbra Polis, S.A","CA presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4349","Paulo Pereira Coelho","PSD","N.a.","N.d.","N.d.","N.a.","Sociedade Aveiro Polis,S.A","CA presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4350","Paulo Pereira Coelho","PSD","N.a.","N.d.","N.d.","N.a.","Sociedade Castelo Branco Polis, S.A.","CA presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4351","Paulo Pereira Coelho","PSD","PSD/CDS","2002","2004","2","Governo","Secretário de Estado da Administração Local -CDS",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","XV",1
"4352","Paulo Pereira Coelho","PSD","PSD/CDS","2004","2005","1","Governo","Secretário de Estado Adjunto do Ministro da Administração Interna",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","XVI",1
"4353","Paulo Pereira Coelho","PSD","N.a.","2005","2014","9","Grupo GPS","consultor",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4354","Paulo Pereira Coelho","PSD","N.a.","2005","2014","9","Afrifase - Estudos e Projetos","sócio",5,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4355","Paulo Pereira Coelho","PSD","N.a.","2008","2014","6","Fatra - Fábrica de Trefilaria de Angola (grupo MOTA-ENGIL)","CA presidente",3,1,"N.a.","N.a.",0,"M","Mota-Engil",1,1,"MTE","No",1
"4356","Paulo Pereira Coelho","PSD","N.a.","2010","2011","1","SPFA ,Lda","diretor Comercial",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4357","Paulo Pereira Coelho","PSD","N.a.","2012","2014","2","Comfabril,Sa","administrador",3,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4358","Paulo Pereira Coelho","PSD","N.a.","N.d.","2014","N.a.","Universal Seguros (Angola)","CF presidente",2,1,"N.a.","N.a.",0,"M","No",0,1,"No","No",1
"4359","Paulo Rangel","PSD","N.a.","N.d.","1991","N.a.","Universidade Católica Portuguesa","licenciatura em Direito",0,0,"Direito","Porto",0,"M","No",0,0,"No","No",1
"4360","Paulo Rangel","PSD","N.a.","1992","2014","22","Universidade Católica Portuguesa","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4361","Paulo Rangel","PSD","N.a.","1999","2005","6","CPPX, Sociedade de Advogados","advogado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4362","Paulo Rangel","PSD","N.a.","2001","2001","1","Candidatura Autárquica de Rui Rio","coordenador do programa eleitoral",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4363","Paulo Rangel","PSD","PSD/CDS","2004","2005","1","Governo","Secretário de Estado Adjunto do Ministro da Justiça",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XVI",1
"4364","Paulo Rangel","PSD","PSD","2005","2009","4","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4365","Paulo Rangel","PSD","N.a.","2006","2014","8","Cuatrecasas, Gonçalves Pereira & Associados","sócio",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4366","Paulo Rangel","PSD","N.a.","2008","2009","1","PSD","Líder do Grupo Parlamentar",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4367","Paulo Rangel","PSD","N.a.","2009","2014","5","Parlamento Europeu","deputado e vice-presidente do PPE",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4368","Paulo Simões Júlio","PSD","N.a.","N.d.","1992","N.a.","Universidade de Coimbra","licenciatura em Engenharia Electrotécnica",0,0,"Engenharia","Coimbra",0,"M","No",0,0,"No","No",1
"4369","Paulo Simões Júlio","PSD","N.a.","1996","2005","9","Marcopolo","diretor-geral",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4370","Paulo Simões Júlio","PSD","N.a.","2005","2011","6","CM Penela","Presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4371","Paulo Simões Júlio","PSD","PSD/CDS","2011","2014","3","Governo","Secretário de Estado da Administração Local e Reforma Administrativa",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIX",1
"4372","Paulo Teixeira Pinto","PSD","N.a.","N.d.","N.d.","N.a.","Faculdade de Direito da Universidade de Lisboa","licenciatura em Direito",0,0,"Direito","Lisboa",0,"M","No",0,0,"No","No",1
"4373","Paulo Teixeira Pinto","PSD","N.a.","1983","1989","6","Faculdade de Direito da Universidade de Lisboa","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4374","Paulo Teixeira Pinto","PSD","PSD","1991","1995","4","Governo","Secretário de Estado da Presidência do Conselho de Ministros e porta-voz do Governo",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XII",1
"4375","Paulo Teixeira Pinto","PSD","N.a.","N.d.","2007","N.a.","BCP","CA",1,0,"N.a.","N.a.",0,"M","BCP",1,1,"BCP","No",1
"4376","Pedro Afonso de Paulo","PSD","N.a.","1990","1995","5","Universidade Lusíada","licenciatura em Economia",0,0,"Economia","Lisboa",0,"M","No",0,0,"No","No",1
"4377","Pedro Afonso de Paulo","PSD","N.a.","1994","1998","4","Bouygues","controller",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4378","Pedro Afonso de Paulo","PSD","N.a.","1999","1999","1","Somague","quadro",5,0,"N.a.","N.a.",1,"M","No",1,0,"No","No",1
"4379","Pedro Afonso de Paulo","PSD","N.a.","2002","2003","1","Águas de Portugal","AG presidente",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4380","Pedro Afonso de Paulo","PSD","N.a.","2002","2005","3","Ministro das Cidades, do Ordenamento do Território e Ambiente","Adjunto do Ministro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4381","Pedro Afonso de Paulo","PSD","N.a.","2004","2006","2","Águas de Portugal","AG presidente",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4382","Pedro Afonso de Paulo","PSD","N.a.","2005","2007","2","Triquímica","administrador",5,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4383","Pedro Afonso de Paulo","PSD","N.a.","2007","2011","4","SAPEC","diretor executivo",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4384","Pedro Afonso de Paulo","PSD","N.a.","2009","2009","1","CM Oeiras","vereador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4385","Pedro Afonso de Paulo","PSD","PSD/CDS","2011","2014","3","Governo","Secretário de Estado do Ambiente e Ordenamento do Território",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIX",1
"4386","Pedro Santos Coelho","PS","N.a.","N.d.","N.d.","N.a.","Universidade de Lisboa","Estudante",0,0,"Farmácia","Lisboa",0,"M","No",0,0,"No","No",1
"4387","Pedro Santos Coelho","PS","N.a.","N.d.","N.d.","N.a.","Universidade Técnica de Lisboa","Estudante",0,0,"Engenharia","Lisboa",0,"M","No",0,0,"No","No",1
"4388","Pedro Santos Coelho","PS","N.a.","1972","1974","2","Sociedade Química - Lepetit, Franco Farmacêutica","Director Industrial",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4389","Pedro Santos Coelho","PS","PS/CDS","1976","1978","2","Governo","Secretário de Estado das Pescas",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","I",1
"4390","Pedro Santos Coelho","PS","N.a.","1979","1983","4","Dow Chemical","Director Industrial",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"4391","Pedro Santos Coelho","PS","N.a.","1984","1988","4","Tabaqueira EP","Vice-Presidente e Presidente",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
